,Label,VehicleID,Distance_driven,Sum_warning,Sum_warning_speed,Sum_secure_dist,Sum_TTC_respect,Sum_safe_dist,Sum_Emergency_Brake
1164,Slow,slow397,5145.946111292454,0,0,0,0,0,0
1165,Dangerous,dang398,5118.3670859737485,76,52,23,0,1,0
1166,Normal,normal399,5168.005661581303,164,164,0,0,0,0
1167,Slow,slow398,5007.083753813477,0,0,0,0,0,0
1168,Dangerous,dang399,5187.615604261223,60,11,32,2,15,0
1169,Normal,normal400,1193.5442074320933,63,63,0,0,0,0
1170,Slow,slow399,5107.997785747982,1,0,0,0,0,1
1171,Dangerous,dang400,1190.0192355052343,72,54,16,1,1,0
1172,Normal,normal401,4230.135807474466,49,47,0,0,0,2
1173,Slow,slow400,1190.9264181811234,0,0,0,0,0,0
1174,Dangerous,dang401,4233.145282497826,415,40,164,10,199,2
1175,Normal,normal402,4702.009867846341,0,0,0,0,0,0
1176,Slow,slow401,4232.113366772189,2,2,0,0,0,0
1177,Dangerous,dang402,4692.088751864401,330,0,274,3,52,1
1178,Normal,normal403,548.311068219703,21,21,0,0,0,0
1179,Dangerous,dang403,551.4926144285923,42,20,22,0,0,0
1180,Slow,slow402,4703.355640366127,0,0,0,0,0,0
1181,Normal,normal404,4201.157602315008,8,5,1,0,0,2
1182,Slow,slow403,558.9116286410824,0,0,0,0,0,0
1183,Dangerous,dang404,4202.992989256083,204,36,62,4,100,2
1184,Slow,slow404,4203.793955870414,1,0,0,0,0,1
1185,Normal,normal406,2936.7807398204563,0,0,0,0,0,0
1186,Dangerous,dang406,2924.7812791740325,139,118,5,0,16,0
1187,Normal,normal407,4092.191251945816,4,3,0,0,0,1
1188,Dangerous,dang407,4091.4636674368935,17,9,2,4,1,1
1189,Normal,normal408,2455.065595104379,4,0,2,0,2,0
1190,Slow,slow407,4034.42353080379,0,0,0,0,0,0
1191,Dangerous,dang408,2456.7834349137033,105,26,69,4,5,1
1192,Normal,normal409,5838.805181149345,4,4,0,0,0,0
1193,Slow,slow408,2458.1078401068858,0,0,0,0,0,0
1194,Dangerous,dang409,5839.587014806227,282,64,172,12,32,2
1195,Normal,normal410,3050.5850359598044,4,2,1,0,0,1
1196,Slow,slow409,5834.974445258597,0,0,0,0,0,0
1197,Dangerous,dang410,3055.1991034829985,132,98,25,3,4,2
1198,Slow,slow410,3032.4558789716057,1,1,0,0,0,0
1199,Normal,normal411,3427.1406812353007,3,3,0,0,0,0
1200,Slow,slow406,2933.503133837307,1,0,0,0,0,1
1201,Dangerous,dang411,3416.1236369894964,165,36,119,0,10,0
1202,Normal,normal412,5915.022931707789,6,5,0,0,0,1
1203,Slow,slow411,3425.2572041793674,0,0,0,0,0,0
1204,Dangerous,dang412,5934.8719853778075,33,15,17,1,0,0
1205,Normal,normal413,5270.319439131483,3,3,0,0,0,0
1206,Slow,slow412,5913.8165701202615,0,0,0,0,0,0
1207,Dangerous,dang413,5297.998131494776,265,25,174,4,61,1
1208,Normal,normal414,3438.5488211001984,8,8,0,0,0,0
1209,Slow,slow413,5282.826991546992,1,0,0,0,0,1
1210,Dangerous,dang414,3444.847944010574,115,11,47,1,56,0
1211,Normal,normal415,4654.5787735047825,78,78,0,0,0,0
1212,Slow,slow414,3435.3657704177226,0,0,0,0,0,0
1213,Dangerous,dang415,4648.192885986433,123,21,79,5,17,1
1214,Slow,slow415,4659.2760449125535,0,0,0,0,0,0
1215,Normal,normal417,4643.209746775644,2,2,0,0,0,0
1216,Dangerous,dang417,4635.9403866311995,82,23,44,0,13,2
1217,Normal,normal416,5806.028738410189,2,2,0,0,0,0
1218,Dangerous,dang416,6126.852466851953,107,14,57,0,34,2
1219,Normal,normal418,4634.210590858198,3,3,0,0,0,0
1220,Slow,slow417,4647.090680777995,0,0,0,0,0,0
1221,Dangerous,dang418,4634.430204475674,72,19,53,0,0,0
1222,Slow,slow416,5803.268043534332,0,0,0,0,0,0
1223,Normal,normal419,3769.390795368906,5,3,0,0,0,2
1224,Dangerous,dang419,3781.950799262023,18,18,0,0,0,0
1225,Slow,slow418,4635.924958055749,0,0,0,0,0,0
1226,Slow,slow419,3747.2573472442546,0,0,0,0,0,0
1227,Normal,normal420,2934.1747453232197,2,1,0,0,0,1
1228,Dangerous,dang420,2936.7162668119204,156,21,128,1,5,1
1229,Normal,normal421,4105.771708133075,2,2,0,0,0,0
1230,Slow,slow420,2935.371110279884,0,0,0,0,0,0
1231,Dangerous,dang421,4101.260387998205,46,10,9,7,20,0
1232,Normal,normal422,3179.0190688694433,83,82,0,0,0,1
1233,Slow,slow421,4107.180453940387,0,0,0,0,0,0
1234,Dangerous,dang422,3180.5939851004046,158,133,22,0,2,1
1235,Normal,normal423,2432.4105814035192,5,5,0,0,0,0
1236,Slow,slow422,3179.3325460059714,1,0,0,0,0,1
1237,Dangerous,dang423,2434.3793406896607,134,6,114,0,14,0
1238,Normal,normal424,5376.491924495996,4,4,0,0,0,0
1239,Slow,slow423,2436.558921471193,0,0,0,0,0,0
1240,Dangerous,dang424,5362.9133214426765,14,12,2,0,0,0
1241,Slow,slow424,5370.257459361564,0,0,0,0,0,0
1242,Normal,normal426,2932.4910853891356,1,1,0,0,0,0
1243,Dangerous,dang426,2950.1953904950587,66,42,22,1,1,0
1244,Slow,slow426,2923.184957345327,0,0,0,0,0,0
1245,Normal,normal427,3841.276057403523,36,35,0,0,0,1
1246,Dangerous,dang427,3809.915486778968,152,40,85,5,20,2
1247,Normal,normal428,3603.583700152394,53,50,0,0,0,3
1248,Slow,slow427,3842.378992837905,0,0,0,0,0,0
1249,Dangerous,dang428,3628.1466278439348,47,5,39,0,3,0
1250,Normal,normal429,1213.4448712112767,0,0,0,0,0,0
1251,Slow,slow428,3607.445727168575,5,5,0,0,0,0
1252,Dangerous,dang429,1214.4413840125933,66,0,54,2,9,1
1253,Normal,normal430,1458.2306667213318,1,1,0,0,0,0
1254,Slow,slow429,1204.534185432028,0,0,0,0,0,0
1255,Dangerous,dang430,1455.416902339686,33,33,0,0,0,0
1256,Slow,slow430,1464.763949523641,0,0,0,0,0,0
1257,Normal,normal432,5257.134828157127,1,1,0,0,0,0
1258,Normal,normal431,6041.9402750978115,2,2,0,0,0,0
1259,Dangerous,dang432,5320.573996148109,244,52,150,5,37,0
1260,Normal,normal433,4348.534928583625,3,3,0,0,0,0
1261,Dangerous,dang431,6032.25655264327,293,27,243,4,19,0
1262,Slow,slow432,5255.465473484087,0,0,0,0,0,0
1263,Dangerous,dang433,4353.2216551200645,66,46,16,1,3,0
1264,Slow,slow431,6036.900587576544,0,0,0,0,0,0
1265,Normal,normal434,2829.789603154601,52,52,0,0,0,0
1266,Slow,slow433,4348.657404771278,1,0,0,0,0,1
1267,Dangerous,dang434,2954.2601049569835,77,59,12,2,3,1
1268,Normal,normal435,5637.652130059631,2,2,0,0,0,0
1269,Slow,slow434,2827.15705627321,0,0,0,0,0,0
1270,Dangerous,dang435,5625.6233004662545,116,83,31,0,2,0
1271,Normal,normal436,4720.558074888216,23,22,0,0,0,1
1272,Slow,slow435,5638.351825066012,1,0,0,0,0,1
1273,Dangerous,dang436,4724.6327615561295,26,11,12,2,1,0
1274,Normal,normal437,5362.76185655214,4,4,0,0,0,0
1275,Slow,slow436,4719.799762707275,1,0,0,0,0,1
1276,Dangerous,dang437,5372.375807901987,76,0,72,2,2,0
1277,Normal,normal438,6429.321629801975,9,9,0,0,0,0
1278,Slow,slow437,5366.71686185825,0,0,0,0,0,0
1279,Dangerous,dang438,6422.583215719542,126,44,32,0,49,1
1280,Normal,normal439,865.3833202012394,4,4,0,0,0,0
1281,Dangerous,dang439,850.6995497274233,56,4,35,1,16,0
1282,Slow,slow438,6430.9961425934725,0,0,0,0,0,0
1283,Normal,normal440,3790.4773750476907,18,17,0,0,0,1
1284,Dangerous,dang440,3787.958560649091,123,25,59,1,37,1
1285,Slow,slow439,861.0235651331075,0,0,0,0,0,0
1286,Normal,normal441,4576.3703727319535,4,2,1,0,0,1
1287,Slow,slow440,3789.336015934736,1,0,0,0,0,1
1288,Dangerous,dang441,4612.991282266698,85,7,25,7,43,3
1289,Normal,normal442,1312.3410030259365,1,1,0,0,0,0
1290,Slow,slow441,4568.38921227201,0,0,0,0,0,0
1291,Dangerous,dang442,1318.1637526571744,86,2,79,0,5,0
1292,Normal,normal443,3238.3510449694377,2,2,0,0,0,0
1293,Slow,slow442,1317.391677612488,0,0,0,0,0,0
1294,Dangerous,dang443,3405.709832434403,33,0,26,3,4,0
1295,Normal,normal444,1502.865770443454,1,1,0,0,0,0
1296,Slow,slow443,3241.1874908031327,0,0,0,0,0,0
1297,Dangerous,dang444,1585.7521196736488,56,6,47,0,3,0
1298,Normal,normal445,3153.5981721005182,66,66,0,0,0,0
1299,Slow,slow444,1497.9632203688568,0,0,0,0,0,0
1300,Dangerous,dang445,3158.9887350537088,24,18,3,2,1,0
1301,Normal,normal446,5640.966116470547,99,99,0,0,0,0
1302,Slow,slow445,3154.0497709048705,1,0,0,0,0,1
1303,Dangerous,dang446,5929.36926000246,41,25,14,0,2,0
1304,Normal,normal447,8849.338420717213,176,173,0,0,0,3
1305,Slow,slow446,5645.1344812608795,0,0,0,0,0,0
1306,Dangerous,dang447,9573.401542107023,52,52,0,0,0,0
1307,Normal,normal448,2398.400739436512,16,16,0,0,0,0
1308,Slow,slow447,8800.177022613796,0,0,0,0,0,0
1309,Dangerous,dang448,2391.510199751195,107,71,30,0,4,2
1310,Normal,normal449,5415.8393530355825,0,0,0,0,0,0
1311,Slow,slow448,2398.2054322173435,0,0,0,0,0,0
1312,Dangerous,dang449,5415.300423147038,116,21,88,0,7,0
1313,Normal,normal450,2554.836202610057,10,10,0,0,0,0
1314,Slow,slow449,5416.145301574089,0,0,0,0,0,0
1315,Dangerous,dang450,2551.2543382498625,167,63,57,3,43,1
1316,Normal,normal451,1597.2800688972038,0,0,0,0,0,0
1317,Slow,slow450,2566.600292856754,1,0,0,0,0,1
1318,Normal,normal452,1213.949749535273,2,2,0,0,0,0
1319,Dangerous,dang451,1592.9040780437572,121,0,89,4,28,0
1320,Dangerous,dang452,1417.7644056612282,38,31,7,0,0,0
1321,Slow,slow451,1594.2380654855178,0,0,0,0,0,0
1322,Normal,normal453,1629.3269772877795,28,27,0,0,0,1
1323,Slow,slow452,1221.2215214721489,0,0,0,0,0,0
1324,Dangerous,dang453,1658.2835655060596,132,45,52,1,32,2
1325,Normal,normal454,2943.462151011254,0,0,0,0,0,0
1326,Slow,slow453,1628.6610345017184,1,0,0,0,0,1
1327,Dangerous,dang454,2940.7305979311795,205,31,112,1,59,2
1328,Normal,normal455,2184.6994732711996,3,3,0,0,0,0
1329,Slow,slow454,2933.481416545014,0,0,0,0,0,0
1330,Normal,normal456,2175.5670487518464,5,5,0,0,0,0
1331,Dangerous,dang456,2160.1974830727777,46,38,5,3,0,0
1332,Dangerous,dang455,2354.713844796938,34,15,5,3,11,0
1333,Normal,normal457,2437.988040024078,2,1,0,0,0,1
1334,Slow,slow455,2085.2059953837197,0,0,0,0,0,0
1335,Slow,slow456,2176.863291037028,0,0,0,0,0,0
1336,Dangerous,dang457,2436.491990970319,50,11,36,1,2,0
1337,Normal,normal458,2651.837273826639,4,1,2,0,0,1
1338,Slow,slow457,2435.292215330688,0,0,0,0,0,0
1339,Dangerous,dang458,2653.4100114118855,191,12,148,2,27,2
1340,Normal,normal459,1405.7707193388433,2,2,0,0,0,0
1341,Slow,slow458,2658.0566271625876,0,0,0,0,0,0
1342,Dangerous,dang459,1411.7824504483483,77,4,65,0,8,0
1343,Normal,normal460,4359.851982313742,6,6,0,0,0,0
1344,Dangerous,dang460,4364.442919220633,52,28,21,0,2,1
1345,Slow,slow459,1409.1550126480504,1,1,0,0,0,0
1346,Slow,slow460,4362.865532871413,1,0,0,0,0,1
1347,Normal,normal462,1724.903332522218,1,0,0,0,0,1
1348,Dangerous,dang462,1720.175354805494,80,35,36,0,8,1
1349,Normal,normal463,5254.1187561132565,2,1,0,0,0,1
1350,Slow,slow462,1714.577767802608,1,0,0,0,0,1
1351,Dangerous,dang463,5249.693491761895,69,2,67,0,0,0
1352,Normal,normal464,3484.3261437897377,19,18,0,0,0,1
1353,Slow,slow463,5254.882840684968,0,0,0,0,0,0
1354,Dangerous,dang464,3556.5509621738183,35,0,18,4,12,1
1355,Normal,normal465,5999.856811822923,87,81,4,0,0,2
1356,Slow,slow464,3482.0620810748082,0,0,0,0,0,0
1357,Dangerous,dang465,5986.13182951647,241,65,98,1,76,1
1358,Normal,normal466,1484.2958487783194,2,2,0,0,0,0
1359,Slow,slow465,5991.448541236553,0,0,0,0,0,0
1360,Dangerous,dang466,1489.1208179861699,84,8,61,0,15,0
1361,Normal,normal467,4834.165450112294,2,1,0,0,0,1
1362,Slow,slow466,1489.151932227114,0,0,0,0,0,0
1363,Dangerous,dang467,4835.226393008445,206,36,150,2,16,2
1364,Normal,normal468,2979.4757865660513,3,1,1,0,0,1
1365,Slow,slow467,4838.983162994954,3,0,0,0,0,3
1366,Dangerous,dang468,3009.3235340742317,89,40,42,4,3,0
1367,Normal,normal469,5260.807496273716,10,10,0,0,0,0
1368,Slow,slow468,2986.4669127248003,1,0,0,0,0,1
1369,Dangerous,dang469,5277.18050497514,139,11,73,1,53,1
1370,Normal,normal470,5115.190624149061,13,13,0,0,0,0
1371,Slow,slow469,5265.655659652182,0,0,0,0,0,0
1372,Dangerous,dang470,5116.416500804441,392,60,202,4,120,6
1373,Normal,normal471,2631.1080298380325,4,2,0,0,0,2
1374,Slow,slow470,5117.87350345573,0,0,0,0,0,0
1375,Dangerous,dang471,2625.5706767707675,123,35,34,1,51,2
1376,Normal,normal472,2707.9882141021817,1,0,0,0,0,1
1377,Slow,slow471,2630.790413113021,0,0,0,0,0,0
1378,Dangerous,dang472,2743.0367400023783,89,40,19,4,26,0
1379,Normal,normal473,4754.648275711706,83,81,1,0,0,1
1380,Slow,slow472,2706.904681907369,1,0,0,0,0,1
1381,Dangerous,dang473,4874.6112267450535,49,27,20,0,0,2
1382,Normal,normal474,5222.002003105186,1,1,0,0,0,0
1383,Slow,slow473,4748.612498959885,0,0,0,0,0,0
1384,Dangerous,dang474,5216.333314469945,189,67,79,0,42,1
1385,Normal,normal475,4047.438444949063,11,11,0,0,0,0
1386,Slow,slow474,5215.803289728942,1,0,0,0,0,1
1387,Dangerous,dang475,4039.2667789024667,29,19,9,0,1,0
1388,Normal,normal476,5367.774887720136,4,4,0,0,0,0
1389,Dangerous,dang476,5456.842335006518,61,39,13,0,9,0
1390,Slow,slow475,4013.138868191463,1,0,0,0,0,1
1391,Slow,slow476,5359.110167879808,0,0,0,0,0,0
1392,Normal,normal477,1695.1635649748937,76,76,0,0,0,0
1393,Dangerous,dang477,1692.163887864915,106,40,46,5,15,0
1394,Normal,normal478,2891.7430880662746,48,48,0,0,0,0
1395,Slow,slow477,1691.2764539536672,1,0,0,0,0,1
1396,Dangerous,dang478,2899.512366270794,28,0,10,0,18,0
1397,Normal,normal479,5890.209744698222,3,1,0,0,0,2
1398,Slow,slow478,2897.148967013203,1,0,0,0,0,1
1399,Dangerous,dang479,5881.45167290446,294,90,80,17,96,11
1400,Normal,normal480,3927.8206887052233,3,3,0,0,0,0
1401,Slow,slow479,5891.038184002181,0,0,0,0,0,0
1402,Dangerous,dang480,3953.480843199809,95,9,72,0,14,0
1403,Normal,normal481,2998.3006971043883,19,18,0,0,0,1
1404,Slow,slow480,3937.8439755361796,1,1,0,0,0,0
1405,Dangerous,dang481,2993.2870065955503,261,17,168,3,71,2
1406,Normal,normal482,3673.091398751314,0,0,0,0,0,0
1407,Slow,slow481,2991.438477332141,1,0,0,0,0,1
1408,Dangerous,dang482,3675.9894785634738,137,10,83,1,41,2
1409,Normal,normal483,3002.021492675198,55,55,0,0,0,0
1410,Slow,slow482,3667.793443213331,0,0,0,0,0,0
1411,Dangerous,dang483,3004.1674718703152,77,24,45,0,8,0
1412,Normal,normal484,6588.89260779611,6,6,0,0,0,0
1413,Slow,slow483,3001.8364897015717,0,0,0,0,0,0
1414,Dangerous,dang484,6584.330788381521,175,63,87,8,9,8
1415,Normal,normal485,5566.026000576247,2,1,0,0,0,1
1416,Slow,slow484,6582.454924250468,1,0,0,0,0,1
1417,Dangerous,dang485,5567.310019354609,56,35,11,0,10,0
1418,Normal,normal486,5101.916968403239,46,45,0,0,0,1
1419,Slow,slow485,5568.71748949887,0,0,0,0,0,0
1420,Dangerous,dang486,5093.154778421351,102,83,19,0,0,0
1421,Normal,normal487,733.877634211019,1,1,0,0,0,0
1422,Slow,slow486,5090.66727689621,29,27,0,0,0,2
1423,Dangerous,dang487,730.4984339045291,58,1,45,0,12,0
1424,Normal,normal488,2493.429090878217,4,4,0,0,0,0
1425,Slow,slow487,735.7637389882427,0,0,0,0,0,0
1426,Dangerous,dang488,2496.3032257580235,102,77,17,0,6,2
1427,Normal,normal489,4031.018588348585,1,0,0,0,0,1
1428,Slow,slow488,2490.337354539104,0,0,0,0,0,0
1429,Dangerous,dang489,4097.251099322922,189,75,47,6,58,3
1430,Normal,normal490,6355.464382604457,91,90,0,0,0,1
1431,Slow,slow489,4032.5392822771905,0,0,0,0,0,0
1432,Dangerous,dang490,6497.712258873006,82,81,1,0,0,0
1433,Normal,normal491,6349.853671651916,2,1,0,0,0,1
1434,Slow,slow490,6346.813853138,0,0,0,0,0,0
1435,Dangerous,dang491,6360.543792067115,60,3,40,1,15,1
1436,Normal,normal492,3622.7352922113946,3,3,0,0,0,0
1437,Slow,slow491,6351.827261475465,0,0,0,0,0,0
1438,Dangerous,dang492,3621.810348002072,65,22,32,1,9,1
1439,Normal,normal493,1556.372324785542,7,7,0,0,0,0
1440,Slow,slow492,3627.9764000117902,0,0,0,0,0,0
1441,Dangerous,dang493,1563.7792021098962,110,25,73,0,11,1
1442,Normal,normal494,2485.652861748978,4,3,0,0,0,1
1443,Slow,slow493,1565.097918636199,0,0,0,0,0,0
1444,Dangerous,dang494,2491.320576391616,113,98,14,0,1,0
1445,Normal,normal495,4032.516199725908,5,5,0,0,0,0
1446,Slow,slow494,2495.211092606004,2,0,0,0,0,2
1447,Dangerous,dang495,4020.315005572725,163,63,97,3,0,0
1448,Normal,normal496,4890.132900095265,1,1,0,0,0,0
1449,Slow,slow495,4029.585640079174,0,0,0,0,0,0
1450,Dangerous,dang496,4881.629401689266,198,135,60,0,3,0
1451,Normal,normal497,2221.558052359338,3,3,0,0,0,0
1452,Dangerous,dang497,2309.887354976634,28,22,4,0,1,1
1453,Slow,slow496,4892.92373525754,0,0,0,0,0,0
1454,Normal,normal498,1760.2535542797323,2,2,0,0,0,0
1455,Slow,slow497,2222.0630158746094,0,0,0,0,0,0
1456,Dangerous,dang498,1767.5451007771028,68,8,37,0,22,1
1457,Normal,normal499,1530.911026703523,16,16,0,0,0,0
1458,Slow,slow498,1761.5099217482855,1,0,0,0,0,1
1459,Dangerous,dang499,1538.8554599403792,93,12,76,0,4,1
1460,Normal,normal500,857.0365055165738,2,2,0,0,0,0
1461,Slow,slow499,1539.5831350327599,0,0,0,0,0,0
1462,Dangerous,dang500,847.0212064306435,79,7,51,0,21,0
1463,Normal,normal501,3007.559870385716,1,1,0,0,0,0
1464,Slow,slow500,853.504356690984,0,0,0,0,0,0
1465,Dangerous,dang501,2999.4379954193632,144,0,133,2,9,0
1466,Normal,normal502,5648.224665630121,1,1,0,0,0,0
1467,Slow,slow501,3009.7622191063974,1,0,0,0,0,1
1468,Dangerous,dang502,5650.806771511437,264,3,222,3,35,1
1469,Normal,normal503,4042.9062320651233,3,2,0,0,0,1
1470,Slow,slow502,5651.9403645055845,0,0,0,0,0,0
1471,Dangerous,dang503,4039.2382662927453,119,45,73,0,1,0
1472,Normal,normal504,4369.844284885381,4,3,0,0,0,1
1473,Slow,slow503,4019.7996930549193,1,0,0,0,0,1
1474,Dangerous,dang504,4409.274424687872,178,20,110,0,47,1
1475,Normal,normal505,1546.9590820482497,1,1,0,0,0,0
1476,Slow,slow504,4380.5102824296855,0,0,0,0,0,0
1477,Dangerous,dang505,1535.370250344957,69,7,56,0,5,1
1478,Normal,normal506,6035.8105318084035,47,46,1,0,0,0
1479,Slow,slow505,1545.1361793141195,0,0,0,0,0,0
1480,Dangerous,dang506,6043.602486065181,307,83,115,2,105,2
1481,Normal,normal507,4982.877491711277,0,0,0,0,0,0
1482,Slow,slow506,6034.5894964590625,1,0,0,0,0,1
1483,Dangerous,dang507,5174.6652989860995,86,0,43,1,41,1
1484,Normal,normal508,5214.302806873833,4,4,0,0,0,0
1485,Slow,slow507,4985.9473434481715,0,0,0,0,0,0
1486,Dangerous,dang508,5214.701856677744,217,36,121,0,60,0
1487,Normal,normal509,1551.4202896056092,4,4,0,0,0,0
1488,Slow,slow508,5204.6808686697495,1,0,0,0,0,1
1489,Dangerous,dang509,1557.6184268888808,111,4,88,2,17,0
1490,Normal,normal510,1496.3105792453691,1,1,0,0,0,0
1491,Slow,slow509,1562.853526243207,0,0,0,0,0,0
1492,Dangerous,dang510,1491.5433286990956,82,1,67,0,13,1
1493,Normal,normal511,3905.078015396203,10,9,0,0,0,1
1494,Dangerous,dang511,3922.304018988128,149,122,22,0,3,2
1495,Slow,slow510,1494.5930727298887,1,1,0,0,0,0
1496,Slow,slow511,3902.1750978998525,1,0,0,0,0,1
1497,Normal,normal513,5822.984076161372,9,9,0,0,0,0
1498,Dangerous,dang513,5859.422006702553,158,25,109,0,24,0
1499,Normal,normal514,1669.6443999960834,2,2,0,0,0,0
1500,Slow,slow513,5818.824701462242,1,0,1,0,0,0
1501,Dangerous,dang514,1668.619840725726,40,19,20,0,1,0
1502,Normal,normal515,4237.902503425693,57,57,0,0,0,0
1503,Slow,slow514,1661.3179842428644,0,0,0,0,0,0
1504,Dangerous,dang515,4230.978188822227,183,160,21,0,2,0
1505,Normal,normal516,1492.1695777657712,3,3,0,0,0,0
1506,Slow,slow515,4232.666178725045,1,0,0,0,0,1
1507,Dangerous,dang516,1487.0740046630422,103,2,85,3,13,0
1508,Normal,normal517,5030.592995897978,3,3,0,0,0,0
1509,Slow,slow516,1494.520709543976,0,0,0,0,0,0
1510,Dangerous,dang517,5023.988994294679,268,16,209,6,36,1
1511,Normal,normal518,3209.0215715005093,3,3,0,0,0,0
1512,Slow,slow517,5024.257810253467,1,1,0,0,0,0
1513,Dangerous,dang518,3247.9655377711056,72,55,16,0,1,0
1514,Normal,normal519,6443.563452457821,57,57,0,0,0,0
1515,Slow,slow518,3209.8768532215113,0,0,0,0,0,0
1516,Dangerous,dang519,6576.102805821318,103,15,41,6,41,0
1517,Normal,normal520,3587.8688757932873,46,45,0,0,0,1
1518,Slow,slow519,6438.191159036597,1,0,1,0,0,0
1519,Dangerous,dang520,3620.2580321033174,60,37,20,2,0,1
1520,Normal,normal521,2829.8502778849966,6,6,0,0,0,0
1521,Slow,slow520,3588.2242769957625,1,0,0,0,0,1
1522,Dangerous,dang521,2865.032513240743,71,27,39,3,1,1
1523,Slow,slow521,2829.937295273592,0,0,0,0,0,0
1524,Normal,normal524,2942.3622502491585,27,27,0,0,0,0
1525,Dangerous,dang524,2990.5862152117934,94,25,52,0,15,2
1526,Normal,normal525,1138.8659077927064,5,2,1,0,0,2
1527,Slow,slow524,2941.1311967436304,0,0,0,0,0,0
1528,Dangerous,dang525,1144.144052839462,66,20,35,0,11,0
1529,Normal,normal526,2697.9456352554853,3,1,1,0,0,1
1530,Slow,slow525,1145.1678519488776,0,0,0,0,0,0
1531,Dangerous,dang526,2701.5870185743775,138,72,55,3,8,0
1532,Normal,normal527,4143.847305449677,107,107,0,0,0,0
1533,Slow,slow526,2695.4293495292895,0,0,0,0,0,0
1534,Dangerous,dang527,4545.601952307028,84,73,8,1,2,0
1535,Normal,normal528,6364.603324338973,85,85,0,0,0,0
1536,Slow,slow527,4147.632600656996,1,0,0,0,0,1
1537,Normal,normal529,6029.581837981642,39,37,0,0,0,2
1538,Dangerous,dang529,6177.557289781359,66,63,2,0,0,1
1539,Dangerous,dang528,6364.857334039167,292,60,60,2,169,1
1540,Normal,normal530,5252.216915185309,1,0,0,0,0,1
1541,Slow,slow529,6039.972819941085,0,0,0,0,0,0
1542,Slow,slow528,6329.576905870695,2,0,0,0,0,2
1543,Dangerous,dang530,5660.164031743999,116,21,32,12,49,2
1544,Normal,normal531,3915.088199154235,1,1,0,0,0,0
1545,Slow,slow530,5253.327129592069,1,0,0,0,0,1
1546,Dangerous,dang531,3918.1079979502724,116,96,0,0,20,0
1547,Normal,normal532,4503.151353186003,1,0,0,0,0,1
1548,Slow,slow531,3913.8877326166357,1,0,0,0,0,1
1549,Dangerous,dang532,4496.036243825022,55,35,18,0,2,0
1550,Normal,normal533,3068.3365913592597,4,4,0,0,0,0
1551,Slow,slow532,4497.966240265915,0,0,0,0,0,0
1552,Dangerous,dang533,3235.173632189472,104,28,53,1,21,1
1553,Normal,normal534,1506.4014467125387,7,6,1,0,0,0
1554,Slow,slow533,3070.843295338107,4,4,0,0,0,0
1555,Dangerous,dang534,1499.0888945815302,55,37,17,0,1,0
1556,Normal,normal535,4589.041472357349,14,12,2,0,0,0
1557,Slow,slow534,1491.2661755074437,0,0,0,0,0,0
1558,Dangerous,dang535,4583.050614565934,140,26,84,2,27,1
1559,Normal,normal536,752.3802980403728,5,5,0,0,0,0
1560,Slow,slow535,4591.85925669958,0,0,0,0,0,0
1561,Dangerous,dang536,770.0572625636836,18,13,5,0,0,0
1562,Normal,normal537,5561.215178876316,90,89,0,0,0,1
1563,Slow,slow536,750.6933033991902,0,0,0,0,0,0
1564,Dangerous,dang537,5561.802129947006,99,23,72,1,2,1
1565,Normal,normal538,4068.5851941160886,2,2,0,0,0,0
1566,Slow,slow537,5560.668627508188,0,0,0,0,0,0
1567,Dangerous,dang538,4058.834675430714,270,64,147,6,52,1
1568,Normal,normal539,1731.6897773669427,4,4,0,0,0,0
1569,Slow,slow538,4068.2747060935667,0,0,0,0,0,0
1570,Dangerous,dang539,1743.2801072520463,73,19,33,2,19,0
1571,Normal,normal540,943.1151428243763,2,2,0,0,0,0
1572,Slow,slow539,1732.971164371673,0,0,0,0,0,0
1573,Dangerous,dang540,938.8770981544025,34,2,29,0,3,0
1574,Normal,normal541,1806.061212188431,21,20,0,0,0,1
1575,Slow,slow540,945.1466690036457,0,0,0,0,0,0
1576,Dangerous,dang541,1857.1543156290097,27,18,8,0,1,0
1577,Normal,normal542,3574.9282969114533,1,1,0,0,0,0
1578,Slow,slow541,1809.88147425245,0,0,0,0,0,0
1579,Dangerous,dang542,3592.982558587652,211,2,115,9,84,1
1580,Slow,slow542,3580.2463552162476,0,0,0,0,0,0
1581,Normal,normal544,4481.0189566318395,17,14,1,0,0,2
1582,Dangerous,dang544,4473.497201393365,233,118,88,4,21,2
1583,Normal,normal545,3977.928011071942,2,2,0,0,0,0
1584,Slow,slow544,4487.953165020585,0,0,0,0,0,0
1585,Dangerous,dang545,3968.034785613448,216,2,147,0,66,1
1586,Normal,normal546,1141.5285801757984,12,12,0,0,0,0
1587,Slow,slow545,3980.8228712980513,1,0,0,0,0,1
1588,Dangerous,dang546,1143.52174813594,30,28,2,0,0,0
1589,Normal,normal547,1379.2080331598472,5,5,0,0,0,0
1590,Slow,slow546,1142.8089560199737,0,0,0,0,0,0
1591,Dangerous,dang547,1531.7831522608033,44,14,24,1,4,1
1592,Normal,normal548,4895.83247022957,51,51,0,0,0,0
1593,Slow,slow547,1379.4718856944658,0,0,0,0,0,0
1594,Dangerous,dang548,4905.747916208807,123,23,58,2,40,0
1595,Normal,normal549,4584.549579691067,0,0,0,0,0,0
1596,Slow,slow548,4897.347254838273,0,0,0,0,0,0
1597,Dangerous,dang549,4571.8153231441165,98,13,42,7,35,1
